order_id,rule_id,rule_name,rule_description,created_at
ORD-000796,R007,Blacklisted IP,IP found in blacklist,2027-05-28 14:07:00
ORD-000797,R007,Blacklisted IP,IP found in blacklist,2027-05-28 14:14:00
ORD-000798,R007,Blacklisted IP,IP found in blacklist,2027-05-28 14:21:00
ORD-005335,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-05-29 07:00:00
ORD-005335,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-05-29 07:00:00
ORD-002758,R007,Blacklisted IP,IP found in blacklist,2027-05-29 19:00:00
ORD-002759,R007,Blacklisted IP,IP found in blacklist,2027-05-29 19:07:00
ORD-002760,R007,Blacklisted IP,IP found in blacklist,2027-05-29 19:14:00
ORD-002761,R007,Blacklisted IP,IP found in blacklist,2027-05-29 19:21:00
ORD-002322,R007,Blacklisted IP,IP found in blacklist,2027-05-30 10:00:00
ORD-002323,R007,Blacklisted IP,IP found in blacklist,2027-05-30 10:07:00
ORD-002324,R007,Blacklisted IP,IP found in blacklist,2027-05-30 10:14:00
ORD-002325,R007,Blacklisted IP,IP found in blacklist,2027-05-30 10:21:00
ORD-006895,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-05-31 06:00:00
ORD-007661,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-05-31 17:00:00
ORD-003259,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-06-01 11:00:00
ORD-008575,R006,Multiple Users Same Email,Same email used by multiple user IDs,2027-06-01 15:00:00
ORD-003509,R007,Blacklisted IP,IP found in blacklist,2027-06-02 12:00:00
ORD-003510,R007,Blacklisted IP,IP found in blacklist,2027-06-02 12:08:00
ORD-003511,R007,Blacklisted IP,IP found in blacklist,2027-06-02 12:16:00
ORD-003512,R007,Blacklisted IP,IP found in blacklist,2027-06-02 12:24:00
ORD-003513,R007,Blacklisted IP,IP found in blacklist,2027-06-02 12:32:00
ORD-003514,R007,Blacklisted IP,IP found in blacklist,2027-06-02 12:40:00
ORD-003748,R007,Blacklisted IP,IP found in blacklist,2027-06-02 21:00:00
ORD-003749,R007,Blacklisted IP,IP found in blacklist,2027-06-02 21:07:00
ORD-003750,R007,Blacklisted IP,IP found in blacklist,2027-06-02 21:14:00
ORD-007083,R006,Multiple Users Same Email,Same email used by multiple user IDs,2027-06-03 08:00:00
ORD-007810,R006,Multiple Users Same Email,Same email used by multiple user IDs,2027-06-04 00:00:00
ORD-006872,R006,Multiple Users Same Email,Same email used by multiple user IDs,2027-06-04 03:00:00
ORD-001900,R007,Blacklisted IP,IP found in blacklist,2027-06-04 23:00:00
ORD-001901,R007,Blacklisted IP,IP found in blacklist,2027-06-04 23:08:00
ORD-001902,R007,Blacklisted IP,IP found in blacklist,2027-06-04 23:16:00
ORD-001903,R007,Blacklisted IP,IP found in blacklist,2027-06-04 23:24:00
ORD-001904,R007,Blacklisted IP,IP found in blacklist,2027-06-04 23:32:00
ORD-001905,R007,Blacklisted IP,IP found in blacklist,2027-06-04 23:40:00
ORD-003484,R007,Blacklisted IP,IP found in blacklist,2027-06-05 03:00:00
ORD-003485,R007,Blacklisted IP,IP found in blacklist,2027-06-05 03:08:00
ORD-003486,R007,Blacklisted IP,IP found in blacklist,2027-06-05 03:16:00
ORD-003487,R007,Blacklisted IP,IP found in blacklist,2027-06-05 03:24:00
ORD-003488,R007,Blacklisted IP,IP found in blacklist,2027-06-05 03:32:00
ORD-003489,R007,Blacklisted IP,IP found in blacklist,2027-06-05 03:40:00
ORD-006284,R006,Multiple Users Same Email,Same email used by multiple user IDs,2027-06-06 05:00:00
ORD-001005,R007,Blacklisted IP,IP found in blacklist,2027-06-07 14:00:00
ORD-001006,R007,Blacklisted IP,IP found in blacklist,2027-06-07 14:08:00
ORD-001007,R007,Blacklisted IP,IP found in blacklist,2027-06-07 14:16:00
ORD-001008,R007,Blacklisted IP,IP found in blacklist,2027-06-07 14:24:00
ORD-001009,R007,Blacklisted IP,IP found in blacklist,2027-06-07 14:32:00
ORD-001010,R007,Blacklisted IP,IP found in blacklist,2027-06-07 14:40:00
ORD-002197,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-06-08 06:00:00
ORD-006353,R006,Multiple Users Same Email,Same email used by multiple user IDs,2027-06-08 13:00:00
ORD-001464,R007,Blacklisted IP,IP found in blacklist,2027-06-08 19:00:00
ORD-001465,R007,Blacklisted IP,IP found in blacklist,2027-06-08 19:07:00
ORD-001466,R007,Blacklisted IP,IP found in blacklist,2027-06-08 19:14:00
ORD-001467,R007,Blacklisted IP,IP found in blacklist,2027-06-08 19:21:00
ORD-007699,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-06-09 05:00:00
ORD-001792,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-06-09 08:00:00
ORD-001758,R007,Blacklisted IP,IP found in blacklist,2027-06-09 17:00:00
ORD-001759,R007,Blacklisted IP,IP found in blacklist,2027-06-09 17:08:00
ORD-001760,R007,Blacklisted IP,IP found in blacklist,2027-06-09 17:16:00
ORD-001761,R007,Blacklisted IP,IP found in blacklist,2027-06-09 17:24:00
ORD-001762,R007,Blacklisted IP,IP found in blacklist,2027-06-09 17:32:00
ORD-001763,R007,Blacklisted IP,IP found in blacklist,2027-06-09 17:40:00
ORD-009553,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-06-10 03:00:00
ORD-005371,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-06-10 20:00:00
ORD-006150,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-06-11 16:00:00
ORD-007282,R006,Multiple Users Same Email,Same email used by multiple user IDs,2027-06-11 18:00:00
ORD-001279,R007,Blacklisted IP,IP found in blacklist,2027-06-12 10:00:00
ORD-001280,R007,Blacklisted IP,IP found in blacklist,2027-06-12 10:07:00
ORD-001281,R007,Blacklisted IP,IP found in blacklist,2027-06-12 10:14:00
ORD-001282,R007,Blacklisted IP,IP found in blacklist,2027-06-12 10:21:00
ORD-001871,R007,Blacklisted IP,IP found in blacklist,2027-06-12 11:00:00
ORD-001872,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-06-12 11:08:00
ORD-001872,R007,Blacklisted IP,IP found in blacklist,2027-06-12 11:08:00
ORD-001873,R007,Blacklisted IP,IP found in blacklist,2027-06-12 11:16:00
ORD-001874,R007,Blacklisted IP,IP found in blacklist,2027-06-12 11:24:00
ORD-001875,R007,Blacklisted IP,IP found in blacklist,2027-06-12 11:32:00
ORD-001876,R007,Blacklisted IP,IP found in blacklist,2027-06-12 11:40:00
ORD-006183,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-06-13 01:00:00
ORD-003453,R007,Blacklisted IP,IP found in blacklist,2027-06-13 19:00:00
ORD-003454,R007,Blacklisted IP,IP found in blacklist,2027-06-13 19:08:00
ORD-003455,R007,Blacklisted IP,IP found in blacklist,2027-06-13 19:16:00
ORD-003456,R007,Blacklisted IP,IP found in blacklist,2027-06-13 19:24:00
ORD-003457,R007,Blacklisted IP,IP found in blacklist,2027-06-13 19:32:00
ORD-003458,R007,Blacklisted IP,IP found in blacklist,2027-06-13 19:40:00
ORD-000232,R007,Blacklisted IP,IP found in blacklist,2027-06-13 21:00:00
ORD-000233,R007,Blacklisted IP,IP found in blacklist,2027-06-13 21:08:00
ORD-000234,R007,Blacklisted IP,IP found in blacklist,2027-06-13 21:16:00
ORD-000235,R007,Blacklisted IP,IP found in blacklist,2027-06-13 21:24:00
ORD-000236,R007,Blacklisted IP,IP found in blacklist,2027-06-13 21:32:00
ORD-000237,R007,Blacklisted IP,IP found in blacklist,2027-06-13 21:40:00
ORD-002742,R007,Blacklisted IP,IP found in blacklist,2027-06-15 05:00:00
ORD-002743,R007,Blacklisted IP,IP found in blacklist,2027-06-15 05:07:00
ORD-002744,R007,Blacklisted IP,IP found in blacklist,2027-06-15 05:14:00
ORD-002745,R007,Blacklisted IP,IP found in blacklist,2027-06-15 05:21:00
ORD-000336,R007,Blacklisted IP,IP found in blacklist,2027-06-15 17:00:00
ORD-000337,R007,Blacklisted IP,IP found in blacklist,2027-06-15 17:08:00
ORD-000338,R007,Blacklisted IP,IP found in blacklist,2027-06-15 17:16:00
ORD-000339,R007,Blacklisted IP,IP found in blacklist,2027-06-15 17:24:00
ORD-000340,R007,Blacklisted IP,IP found in blacklist,2027-06-15 17:32:00
ORD-000341,R007,Blacklisted IP,IP found in blacklist,2027-06-15 17:40:00
ORD-004170,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-06-16 10:00:00
ORD-001237,R007,Blacklisted IP,IP found in blacklist,2027-06-16 20:00:00
ORD-001238,R007,Blacklisted IP,IP found in blacklist,2027-06-16 20:07:00
ORD-001239,R007,Blacklisted IP,IP found in blacklist,2027-06-16 20:14:00
ORD-001240,R007,Blacklisted IP,IP found in blacklist,2027-06-16 20:21:00
ORD-000701,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-06-17 20:00:00
ORD-002876,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-06-19 01:20:00
ORD-005622,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-06-21 04:00:00
ORD-006642,R006,Multiple Users Same Email,Same email used by multiple user IDs,2027-06-21 17:00:00
ORD-007876,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-06-22 05:00:00
ORD-007814,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-06-23 16:00:00
ORD-005213,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-06-23 19:00:00
ORD-005801,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-06-25 11:00:00
ORD-000059,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-06-25 14:15:00
ORD-000959,R007,Blacklisted IP,IP found in blacklist,2027-06-25 23:00:00
ORD-000960,R007,Blacklisted IP,IP found in blacklist,2027-06-25 23:08:00
ORD-000961,R007,Blacklisted IP,IP found in blacklist,2027-06-25 23:16:00
ORD-000962,R007,Blacklisted IP,IP found in blacklist,2027-06-25 23:24:00
ORD-000963,R007,Blacklisted IP,IP found in blacklist,2027-06-25 23:32:00
ORD-000964,R007,Blacklisted IP,IP found in blacklist,2027-06-25 23:40:00
ORD-004747,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-06-28 10:00:00
ORD-003736,R007,Blacklisted IP,IP found in blacklist,2027-06-29 04:00:00
ORD-003737,R007,Blacklisted IP,IP found in blacklist,2027-06-29 04:08:00
ORD-003738,R007,Blacklisted IP,IP found in blacklist,2027-06-29 04:16:00
ORD-003739,R007,Blacklisted IP,IP found in blacklist,2027-06-29 04:24:00
ORD-003740,R007,Blacklisted IP,IP found in blacklist,2027-06-29 04:32:00
ORD-003741,R007,Blacklisted IP,IP found in blacklist,2027-06-29 04:40:00
ORD-007686,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-06-30 05:00:00
ORD-003281,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-07-01 03:00:00
ORD-008278,R006,Multiple Users Same Email,Same email used by multiple user IDs,2027-07-01 12:00:00
ORD-000082,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-07-01 12:00:00
ORD-001429,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-07-02 08:00:00
ORD-001430,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-07-02 11:00:00
ORD-002396,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-07-02 14:00:00
ORD-006193,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-07-02 19:00:00
ORD-004091,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-07-03 03:00:00
ORD-002943,R007,Blacklisted IP,IP found in blacklist,2027-07-03 06:00:00
ORD-002944,R007,Blacklisted IP,IP found in blacklist,2027-07-03 06:08:00
ORD-002945,R007,Blacklisted IP,IP found in blacklist,2027-07-03 06:16:00
ORD-002946,R007,Blacklisted IP,IP found in blacklist,2027-07-03 06:24:00
ORD-002947,R007,Blacklisted IP,IP found in blacklist,2027-07-03 06:32:00
ORD-002948,R007,Blacklisted IP,IP found in blacklist,2027-07-03 06:40:00
ORD-008793,R006,Multiple Users Same Email,Same email used by multiple user IDs,2027-07-04 03:00:00
ORD-000491,R007,Blacklisted IP,IP found in blacklist,2027-07-04 05:00:00
ORD-000492,R007,Blacklisted IP,IP found in blacklist,2027-07-04 05:08:00
ORD-000493,R007,Blacklisted IP,IP found in blacklist,2027-07-04 05:16:00
ORD-000494,R007,Blacklisted IP,IP found in blacklist,2027-07-04 05:24:00
ORD-000495,R007,Blacklisted IP,IP found in blacklist,2027-07-04 05:32:00
ORD-000496,R007,Blacklisted IP,IP found in blacklist,2027-07-04 05:40:00
ORD-002240,R007,Blacklisted IP,IP found in blacklist,2027-07-04 20:00:00
ORD-002241,R007,Blacklisted IP,IP found in blacklist,2027-07-04 20:08:00
ORD-002242,R007,Blacklisted IP,IP found in blacklist,2027-07-04 20:16:00
ORD-002243,R007,Blacklisted IP,IP found in blacklist,2027-07-04 20:24:00
ORD-002244,R007,Blacklisted IP,IP found in blacklist,2027-07-04 20:32:00
ORD-002245,R007,Blacklisted IP,IP found in blacklist,2027-07-04 20:40:00
ORD-006320,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-07-05 23:00:00
ORD-005921,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-07-06 03:00:00
ORD-003501,R007,Blacklisted IP,IP found in blacklist,2027-07-06 06:00:00
ORD-003502,R007,Blacklisted IP,IP found in blacklist,2027-07-06 06:07:00
ORD-003503,R007,Blacklisted IP,IP found in blacklist,2027-07-06 06:14:00
ORD-003504,R007,Blacklisted IP,IP found in blacklist,2027-07-06 06:21:00
ORD-001894,R007,Blacklisted IP,IP found in blacklist,2027-07-07 23:00:00
ORD-001895,R007,Blacklisted IP,IP found in blacklist,2027-07-07 23:08:00
ORD-001896,R007,Blacklisted IP,IP found in blacklist,2027-07-07 23:16:00
ORD-001897,R007,Blacklisted IP,IP found in blacklist,2027-07-07 23:24:00
ORD-001898,R007,Blacklisted IP,IP found in blacklist,2027-07-07 23:32:00
ORD-001899,R007,Blacklisted IP,IP found in blacklist,2027-07-07 23:40:00
ORD-001160,R007,Blacklisted IP,IP found in blacklist,2027-07-08 06:00:00
ORD-001161,R007,Blacklisted IP,IP found in blacklist,2027-07-08 06:08:00
ORD-001162,R007,Blacklisted IP,IP found in blacklist,2027-07-08 06:16:00
ORD-001163,R007,Blacklisted IP,IP found in blacklist,2027-07-08 06:24:00
ORD-001164,R007,Blacklisted IP,IP found in blacklist,2027-07-08 06:32:00
ORD-001165,R007,Blacklisted IP,IP found in blacklist,2027-07-08 06:40:00
ORD-004735,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-07-08 21:00:00
ORD-000252,R007,Blacklisted IP,IP found in blacklist,2027-07-09 01:00:00
ORD-000253,R007,Blacklisted IP,IP found in blacklist,2027-07-09 01:07:00
ORD-000254,R007,Blacklisted IP,IP found in blacklist,2027-07-09 01:14:00
ORD-000255,R007,Blacklisted IP,IP found in blacklist,2027-07-09 01:21:00
ORD-005947,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-07-10 07:00:00
ORD-000917,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-07-11 10:00:00
ORD-003347,R007,Blacklisted IP,IP found in blacklist,2027-07-11 13:00:00
ORD-003348,R007,Blacklisted IP,IP found in blacklist,2027-07-11 13:08:00
ORD-003349,R007,Blacklisted IP,IP found in blacklist,2027-07-11 13:16:00
ORD-003350,R007,Blacklisted IP,IP found in blacklist,2027-07-11 13:24:00
ORD-003351,R007,Blacklisted IP,IP found in blacklist,2027-07-11 13:32:00
ORD-003352,R007,Blacklisted IP,IP found in blacklist,2027-07-11 13:40:00
ORD-003724,R007,Blacklisted IP,IP found in blacklist,2027-07-11 16:00:00
ORD-003725,R007,Blacklisted IP,IP found in blacklist,2027-07-11 16:08:00
ORD-003726,R007,Blacklisted IP,IP found in blacklist,2027-07-11 16:16:00
ORD-003727,R007,Blacklisted IP,IP found in blacklist,2027-07-11 16:24:00
ORD-003728,R007,Blacklisted IP,IP found in blacklist,2027-07-11 16:32:00
ORD-003729,R007,Blacklisted IP,IP found in blacklist,2027-07-11 16:40:00
ORD-002581,R007,Blacklisted IP,IP found in blacklist,2027-07-12 19:00:00
ORD-002582,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-07-12 19:08:00
ORD-002582,R007,Blacklisted IP,IP found in blacklist,2027-07-12 19:08:00
ORD-002583,R007,Blacklisted IP,IP found in blacklist,2027-07-12 19:16:00
ORD-002584,R007,Blacklisted IP,IP found in blacklist,2027-07-12 19:24:00
ORD-002585,R007,Blacklisted IP,IP found in blacklist,2027-07-12 19:32:00
ORD-002586,R007,Blacklisted IP,IP found in blacklist,2027-07-12 19:40:00
ORD-002899,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-07-12 20:00:00
ORD-002900,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-07-12 20:15:00
ORD-005599,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-07-12 23:00:00
ORD-008298,R006,Multiple Users Same Email,Same email used by multiple user IDs,2027-07-13 03:00:00
ORD-008228,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-07-13 10:00:00
ORD-008228,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-07-13 10:00:00
ORD-006933,R006,Multiple Users Same Email,Same email used by multiple user IDs,2027-07-13 18:00:00
ORD-002223,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-07-13 19:00:00
ORD-000272,R007,Blacklisted IP,IP found in blacklist,2027-07-15 16:00:00
ORD-000273,R007,Blacklisted IP,IP found in blacklist,2027-07-15 16:07:00
ORD-000274,R007,Blacklisted IP,IP found in blacklist,2027-07-15 16:14:00
ORD-000275,R007,Blacklisted IP,IP found in blacklist,2027-07-15 16:21:00
ORD-003404,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-07-16 06:00:00
ORD-006438,R006,Multiple Users Same Email,Same email used by multiple user IDs,2027-07-17 12:00:00
ORD-006023,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-07-18 08:00:00
ORD-007005,R006,Multiple Users Same Email,Same email used by multiple user IDs,2027-07-18 11:00:00
ORD-001148,R007,Blacklisted IP,IP found in blacklist,2027-07-18 16:00:00
ORD-001149,R007,Blacklisted IP,IP found in blacklist,2027-07-18 16:07:00
ORD-001150,R007,Blacklisted IP,IP found in blacklist,2027-07-18 16:14:00
ORD-001151,R007,Blacklisted IP,IP found in blacklist,2027-07-18 16:21:00
ORD-007559,R006,Multiple Users Same Email,Same email used by multiple user IDs,2027-07-18 20:00:00
ORD-001863,R007,Blacklisted IP,IP found in blacklist,2027-07-19 08:00:00
ORD-001864,R007,Blacklisted IP,IP found in blacklist,2027-07-19 08:07:00
ORD-001865,R007,Blacklisted IP,IP found in blacklist,2027-07-19 08:14:00
ORD-001866,R007,Blacklisted IP,IP found in blacklist,2027-07-19 08:21:00
ORD-001970,R007,Blacklisted IP,IP found in blacklist,2027-07-20 03:00:00
ORD-001971,R007,Blacklisted IP,IP found in blacklist,2027-07-20 03:08:00
ORD-001972,R007,Blacklisted IP,IP found in blacklist,2027-07-20 03:16:00
ORD-001973,R007,Blacklisted IP,IP found in blacklist,2027-07-20 03:24:00
ORD-001974,R007,Blacklisted IP,IP found in blacklist,2027-07-20 03:32:00
ORD-001975,R007,Blacklisted IP,IP found in blacklist,2027-07-20 03:40:00
ORD-001528,R007,Blacklisted IP,IP found in blacklist,2027-07-20 19:00:00
ORD-001529,R007,Blacklisted IP,IP found in blacklist,2027-07-20 19:08:00
ORD-001530,R007,Blacklisted IP,IP found in blacklist,2027-07-20 19:16:00
ORD-001531,R007,Blacklisted IP,IP found in blacklist,2027-07-20 19:24:00
ORD-001532,R007,Blacklisted IP,IP found in blacklist,2027-07-20 19:32:00
ORD-001533,R007,Blacklisted IP,IP found in blacklist,2027-07-20 19:40:00
ORD-005007,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-07-21 03:00:00
ORD-005559,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-07-22 02:00:00
ORD-002856,R007,Blacklisted IP,IP found in blacklist,2027-07-22 23:00:00
ORD-002857,R007,Blacklisted IP,IP found in blacklist,2027-07-22 23:08:00
ORD-002858,R007,Blacklisted IP,IP found in blacklist,2027-07-22 23:16:00
ORD-002859,R007,Blacklisted IP,IP found in blacklist,2027-07-22 23:24:00
ORD-002860,R007,Blacklisted IP,IP found in blacklist,2027-07-22 23:32:00
ORD-002861,R007,Blacklisted IP,IP found in blacklist,2027-07-22 23:40:00
ORD-003702,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-07-26 15:00:00
ORD-004689,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-07-27 08:00:00
ORD-002439,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-07-29 20:00:00
ORD-000367,R007,Blacklisted IP,IP found in blacklist,2027-08-02 09:00:00
ORD-000368,R007,Blacklisted IP,IP found in blacklist,2027-08-02 09:08:00
ORD-000369,R007,Blacklisted IP,IP found in blacklist,2027-08-02 09:16:00
ORD-000370,R007,Blacklisted IP,IP found in blacklist,2027-08-02 09:24:00
ORD-000371,R007,Blacklisted IP,IP found in blacklist,2027-08-02 09:32:00
ORD-000372,R007,Blacklisted IP,IP found in blacklist,2027-08-02 09:40:00
ORD-001562,R007,Blacklisted IP,IP found in blacklist,2027-08-02 10:00:00
ORD-001563,R007,Blacklisted IP,IP found in blacklist,2027-08-02 10:08:00
ORD-001564,R007,Blacklisted IP,IP found in blacklist,2027-08-02 10:16:00
ORD-001565,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-08-02 10:24:00
ORD-001565,R007,Blacklisted IP,IP found in blacklist,2027-08-02 10:24:00
ORD-001566,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-08-02 10:32:00
ORD-001566,R007,Blacklisted IP,IP found in blacklist,2027-08-02 10:32:00
ORD-001567,R007,Blacklisted IP,IP found in blacklist,2027-08-02 10:40:00
ORD-006669,R006,Multiple Users Same Email,Same email used by multiple user IDs,2027-08-04 18:00:00
ORD-005313,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-08-06 05:00:00
ORD-000098,R007,Blacklisted IP,IP found in blacklist,2027-08-06 06:00:00
ORD-000099,R007,Blacklisted IP,IP found in blacklist,2027-08-06 06:07:00
ORD-000100,R007,Blacklisted IP,IP found in blacklist,2027-08-06 06:14:00
ORD-000101,R007,Blacklisted IP,IP found in blacklist,2027-08-06 06:21:00
ORD-002495,R007,Blacklisted IP,IP found in blacklist,2027-08-06 07:00:00
ORD-002496,R007,Blacklisted IP,IP found in blacklist,2027-08-06 07:07:00
ORD-002497,R007,Blacklisted IP,IP found in blacklist,2027-08-06 07:14:00
ORD-002498,R007,Blacklisted IP,IP found in blacklist,2027-08-06 07:21:00
ORD-002280,R007,Blacklisted IP,IP found in blacklist,2027-08-06 13:00:00
ORD-002281,R007,Blacklisted IP,IP found in blacklist,2027-08-06 13:07:00
ORD-002282,R007,Blacklisted IP,IP found in blacklist,2027-08-06 13:14:00
ORD-002283,R007,Blacklisted IP,IP found in blacklist,2027-08-06 13:21:00
ORD-005563,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-08-06 21:00:00
ORD-006501,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-08-07 23:00:00
ORD-007022,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-08-10 07:00:00
ORD-002526,R007,Blacklisted IP,IP found in blacklist,2027-08-11 06:00:00
ORD-002527,R007,Blacklisted IP,IP found in blacklist,2027-08-11 06:08:00
ORD-002528,R007,Blacklisted IP,IP found in blacklist,2027-08-11 06:16:00
ORD-002529,R007,Blacklisted IP,IP found in blacklist,2027-08-11 06:24:00
ORD-002530,R007,Blacklisted IP,IP found in blacklist,2027-08-11 06:32:00
ORD-002531,R007,Blacklisted IP,IP found in blacklist,2027-08-11 06:40:00
ORD-001752,R007,Blacklisted IP,IP found in blacklist,2027-08-12 05:00:00
ORD-001753,R007,Blacklisted IP,IP found in blacklist,2027-08-12 05:07:00
ORD-001754,R007,Blacklisted IP,IP found in blacklist,2027-08-12 05:14:00
ORD-001755,R007,Blacklisted IP,IP found in blacklist,2027-08-12 05:21:00
ORD-007088,R006,Multiple Users Same Email,Same email used by multiple user IDs,2027-08-13 00:00:00
ORD-002316,R007,Blacklisted IP,IP found in blacklist,2027-08-13 18:00:00
ORD-004217,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-08-13 18:00:00
ORD-002317,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-08-13 18:07:00
ORD-002317,R007,Blacklisted IP,IP found in blacklist,2027-08-13 18:07:00
ORD-002318,R007,Blacklisted IP,IP found in blacklist,2027-08-13 18:14:00
ORD-002319,R007,Blacklisted IP,IP found in blacklist,2027-08-13 18:21:00
ORD-000728,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-08-13 22:40:00
ORD-009151,R006,Multiple Users Same Email,Same email used by multiple user IDs,2027-08-14 05:00:00
ORD-008404,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-08-15 18:00:00
ORD-001411,R007,Blacklisted IP,IP found in blacklist,2027-08-15 21:00:00
ORD-001412,R007,Blacklisted IP,IP found in blacklist,2027-08-15 21:07:00
ORD-001413,R007,Blacklisted IP,IP found in blacklist,2027-08-15 21:14:00
ORD-001414,R007,Blacklisted IP,IP found in blacklist,2027-08-15 21:21:00
ORD-003338,R007,Blacklisted IP,IP found in blacklist,2027-08-16 23:00:00
ORD-003339,R007,Blacklisted IP,IP found in blacklist,2027-08-16 23:07:00
ORD-003340,R007,Blacklisted IP,IP found in blacklist,2027-08-16 23:14:00
ORD-003341,R007,Blacklisted IP,IP found in blacklist,2027-08-16 23:21:00
ORD-007223,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-08-18 02:00:00
ORD-000318,R007,Blacklisted IP,IP found in blacklist,2027-08-18 18:00:00
ORD-000319,R007,Blacklisted IP,IP found in blacklist,2027-08-18 18:08:00
ORD-000320,R007,Blacklisted IP,IP found in blacklist,2027-08-18 18:16:00
ORD-000321,R007,Blacklisted IP,IP found in blacklist,2027-08-18 18:24:00
ORD-000322,R007,Blacklisted IP,IP found in blacklist,2027-08-18 18:32:00
ORD-000323,R007,Blacklisted IP,IP found in blacklist,2027-08-18 18:40:00
ORD-007698,R006,Multiple Users Same Email,Same email used by multiple user IDs,2027-08-19 02:00:00
ORD-000246,R007,Blacklisted IP,IP found in blacklist,2027-08-21 10:00:00
ORD-000247,R007,Blacklisted IP,IP found in blacklist,2027-08-21 10:08:00
